Ship name,Year,Month,Day,Latitude,Longitude,Keyed wind direction,Magnetic wind direction,True wind direction,Keyed wind descriptors,Wind descriptors as text,Beaufort wind force,Wind speed (m/s),Keyed air temperature,Converted air temperature (C),Keyed pressure,Converted pressure (hPa)
True Briton 4                 ,1801,06,01, 34.5, -15.4,SSW       ,202,194,    049005,          Fresh Gale, 8,19.0, 5600,13.3,29550,997.6
Calcutta 4                    ,1801,06,01, 34.4, -14.5,          ,   ,   ,    006005,           Hard Gale,10,26.8,     ,    ,     ,    
Lord Hawkesbury               ,1801,06,01, 33.6, -15.6,SSW       ,202,194,    049005,          Fresh Gale, 8,19.0, 6175,16.5,     ,    
Hope 2                        ,1801,06,01, 34.4, -15.7,SSW       ,202,194,    042069,      Blowing Strong, 9,22.6, 5700,13.9,29500,995.8
Asia 4                        ,1801,06,02, 34.4, -11.3,SXW       ,191,183,    060   ,            Moderate, 4, 6.7, 5600,13.3,     ,    
Walpole 5                     ,1801,06,02, 34.3, -12.2,W         ,270,261,    058015,          Light Wind,  ,    , 5900,15.0,     ,    
True Briton 4                 ,1801,06,02, 34.3, -12.4,          ,   ,   ,          ,                    ,  ,    , 5600,13.3,     ,    
Charlton                      ,1801,06,02, 34.6, -11.8,V         ,   ,   ,    049005,          Fresh Gale, 8,19.0, 6000,15.6,     ,    
Calcutta 4                    ,1801,06,02, 34.8, -11.5,          ,   ,   ,          ,                    ,  ,    , 5400,12.2,30120,1017.0
Lord Hawkesbury               ,1801,06,02, 33.4, -13.8,          ,   ,   ,    060   ,            Moderate, 4, 6.7, 6325,17.4,     ,    
Hope 2                        ,1801,06,02, 34.4, -13.3,VS        ,   ,   ,    058015,          Light Wind,  ,    , 5500,12.8,30000,1012.8
Asia 4                        ,1801,06,03, 35.6,  -8.9,          ,   ,   ,          ,                    ,  ,    , 6000,15.6,     ,    
Walpole 5                     ,1801,06,03, 35.5,  -9.8,          ,   ,   ,    069002,       Strong Breeze, 6,12.3, 6300,17.2,     ,    
True Briton 4                 ,1801,06,03, 36.0, -10.0,          ,   ,   ,    049005,          Fresh Gale, 8,19.0, 5550,13.1,     ,    
Charlton                      ,1801,06,03, 35.6, -11.3,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 5900,15.0,     ,    
Hope 2                        ,1801,06,03, 35.7, -10.6,          ,   ,   ,    042069,      Blowing Strong, 9,22.6, 6100,16.1,29800,1005.6
Alfred 2                      ,1801,06,06, 38.8, -14.3,          ,   ,   ,          ,                    ,  ,    ,     ,    ,     ,    
Sarah Christiana              ,1801,09,20, 39.3, -14.1,N         ,360,337,          ,                    ,  ,    , 6800,20.0,30300,1022.2
Northampton 2                 ,1801,09,20, 39.3, -15.9,          ,   ,   ,    060002,     Moderate Breeze, 4, 6.7,     ,    ,     ,    
Monarch                       ,1801,09,20, 39.2, -14.0,          ,   ,   ,    060002,     Moderate Breeze, 4, 6.7, 7100,21.7,     ,    
Comet 2                       ,1801,09,20, 39.3, -14.2,NE        , 45, 22,    062002,     Pleasant Breeze, 4, 6.7, 6800,20.0,30500,1028.9
Monarch                       ,1801,09,21, 37.1, -14.7,ENE       , 67, 46,    062002,     Pleasant Breeze, 4, 6.7, 7150,21.9,     ,    
Comet 2                       ,1801,09,21, 37.1, -14.8,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 6900,20.6,30500,1028.7
Sarah Christiana              ,1801,09,22, 35.0, -15.9,          ,   ,   ,          ,                    ,  ,    ,     ,    ,     ,    
Monarch                       ,1801,09,22, 35.0, -15.7,ESE       ,112, 91,    062002,     Pleasant Breeze, 4, 6.7, 7150,21.9,     ,    
Comet 2                       ,1801,09,22, 35.0, -15.9,ESE       ,112, 91,    062002,     Pleasant Breeze, 4, 6.7, 7100,21.7,30325,1022.4
Northampton 2                 ,1801,11,22, 33.3, -12.8,NNE       , 22, 14,    058015,          Light Wind,  ,    ,     ,    ,     ,    
Monarch                       ,1801,11,22, 33.3, -11.8,V         ,   ,   ,    058015,          Light Wind,  ,    , 6600,18.9,     ,    
Comet 2                       ,1801,11,22, 33.3, -13.2,V         ,   ,   ,    072002,     Unsteady Breeze,  ,    , 6600,18.9,30400,1025.2
Monarch                       ,1801,11,23, 34.1,  -9.2,NNE       , 22, 11,    060015,       Moderate Wind,  ,    , 6600,18.9,     ,    
Comet 2                       ,1801,11,23, 34.1, -10.6,NEXN      , 33, 22,    062002,     Pleasant Breeze, 4, 6.7, 6650,19.2,30350,1023.6
Northampton 2                 ,1801,11,24, 34.6,  -8.3,V         ,   ,   ,    058015,          Light Wind,  ,    ,     ,    ,     ,    
Alnwick Castle                ,1802,03,06, 38.4, -15.1,NE        , 45, 24,    069002,       Strong Breeze, 6,12.3, 5325,11.8,     ,    
Marquis Wellesley             ,1802,03,11, 39.5, -13.1,NEXN      , 33, 27,    060   ,            Moderate, 4, 6.7,     ,    ,     ,    
Lady Burges                   ,1802,03,11, 37.4, -15.7,          ,   ,   ,    060   ,            Moderate, 4, 6.7,     ,    ,     ,    
Marchioness of Exeter         ,1802,03,11, 38.2, -15.0,NNE       , 22,  1,    016060,       More Moderate,  ,    , 5400,12.2,     ,    
Marquis Wellesley             ,1802,03,12, 36.1, -15.6,          ,   ,   ,          ,                    ,  ,    , 5650,13.6,     ,    
Lady Jane Dundas              ,1802,03,12, 35.4, -15.4,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 5900,15.0,29800,1005.8
Lady Burges                   ,1802,03,12, 34.6, -15.8,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 5800,14.4,     ,    
Marchioness of Exeter         ,1802,03,12, 35.4, -15.8,SW        ,225,204,    043005,          Brisk Gale, 6,12.3, 5700,13.9,     ,    
Bengal                        ,1802,03,22, 38.7, -13.1,NW        ,315,294,          ,                    ,  ,    , 6200,16.7,30500,1029.5
Bengal                        ,1802,03,23, 37.2, -13.9,NE        , 45, 24,          ,                    ,  ,    , 5800,14.4,30500,1029.7
Bengal                        ,1802,03,24, 35.3, -15.6,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 6000,15.6,30310,1022.9
Marchioness of Exeter         ,1802,04,29, 33.7, -11.2,          ,   ,   ,    049005,          Fresh Gale, 8,19.0, 6900,20.6,     ,    
Britannia 4                   ,1802,05,13, 37.8, -14.8,NXE       , 11,350,          ,                    ,  ,    , 6200,16.7,30200,1019.2
Britannia 4                   ,1802,05,13, 37.8, -14.8,NXE       , 11,350,          ,                    ,  ,    , 6200,16.7,30200,1019.2
Tottenham                     ,1802,07,26, 39.3, -13.6,V         ,   ,   ,          ,                    ,  ,    , 7300,22.8,30150,1016.7
Tottenham                     ,1802,07,27, 38.2, -14.0,NW        ,315,294,          ,                    ,  ,    , 7200,22.2,30350,1023.4
Tottenham                     ,1802,07,28, 37.2, -14.6,SWXW      ,236,215,    058001,           Light Air, 1, 1.0, 7250,22.5,30175,1017.4
Tottenham                     ,1802,07,29, 35.8, -15.8,NXW       ,348,327,          ,                    ,  ,    , 7200,22.2,30150,1016.5
Devaynes                      ,1802,09,11, 39.5, -14.0,V         ,   ,   ,    058001,           Light Air, 1, 1.0, 7200,22.2,30300,1021.9
Devaynes                      ,1802,09,12, 38.4, -14.1,NW        ,315,294,    067002,       Steady Breeze, 5, 9.3, 7300,22.8,30340,1023.0
Devaynes                      ,1802,09,13, 36.5, -14.9,ENE       , 67, 46,    059015,         Little Wind, 2, 2.6, 7400,23.3,30300,1021.4
Devaynes                      ,1802,09,14, 34.9, -15.8,          ,   ,   ,    067002,       Steady Breeze, 5, 9.3, 7500,23.9,30230,1018.8
Tottenham                     ,1802,09,19, 32.4, -15.9,          ,   ,   ,          ,                    ,  ,    , 6900,20.6,30250,1019.8
Lord Duncan                   ,1802,10,21, 39.9, -12.9,          ,   ,   ,    058002,        Light Breeze, 2, 2.6,     ,    ,     ,    
Ocean 4                       ,1802,10,21, 39.2, -14.4,NNE       , 22,359,    089   ,          Decreasing,  ,    , 6450,18.1,30200,1019.1
Castle Eden                   ,1802,10,21, 39.8, -15.0,NNW       ,337,314,    058002,        Light Breeze, 2, 2.6, 6300,17.2,     ,    
Lord Duncan                   ,1802,10,22, 39.0, -15.0,W         ,270,249,       003,                Calm, 0, 0.0, 6900,20.6,30100,1015.3
Ocean 4                       ,1802,10,22, 38.5, -14.5,SWXS      ,213,192,       003,                Calm, 0, 0.0, 6750,19.7,30250,1020.5
Castle Eden                   ,1802,10,22, 39.1, -14.6,V         ,   ,   ,       003,                Calm, 0, 0.0, 6700,19.4,     ,    
Lord Duncan                   ,1802,10,23, 38.5, -14.2,V         ,   ,   ,          ,                    ,  ,    , 6975,21.0,30000,1011.8
Ocean 4                       ,1802,10,23, 38.5, -14.9,W         ,270,249,    058001,           Light Air, 1, 1.0, 6850,20.3,30200,1018.7
Castle Eden                   ,1802,10,23, 38.4, -14.0,V         ,   ,   ,       003,                Calm, 0, 0.0, 5800,14.4,     ,    
Lord Duncan                   ,1802,10,24, 36.6, -13.9,          ,   ,   ,          ,                    ,  ,    , 7000,21.1,29000,977.9
Ocean 4                       ,1802,10,24, 36.5, -14.1,W         ,270,249,    055   ,          Increasing,  ,    , 7000,21.1,30000,1011.6
Castle Eden                   ,1802,10,24, 36.5, -13.7,WXN       ,281,260,    055002,   Increasing Breeze,  ,    , 6800,20.0,     ,    
Lord Duncan                   ,1802,10,25, 34.1, -14.5,          ,   ,   ,    089   ,          Decreasing,  ,    , 7000,21.1,29000,977.7
Ocean 4                       ,1802,10,25, 34.0, -15.1,NNE       , 22,  1,    089   ,          Decreasing,  ,    , 6900,20.6,30050,1013.2
Castle Eden                   ,1802,10,25, 34.2, -14.2,NW        ,315,294,    049002,        Fresh Breeze, 5, 9.3, 6900,20.6,     ,    
Carmarthen                    ,1803,02,17, 38.8, -14.9,V         ,   ,   ,          ,                    ,  ,    , 5500,12.8,     ,    
Carmarthen                    ,1803,02,21, 32.8, -14.8,NNW       ,337,317,    060   ,            Moderate, 4, 6.7, 5600,13.3,     ,    
Elphinstone                   ,1803,03,10, 39.9, -14.7,NNE       , 22,359,    058001,           Light Air, 1, 1.0,     ,    ,     ,    
Harriet 3                     ,1803,03,24, 35.8, -11.4,S         ,180,171,          ,                    ,  ,    , 6200,16.7,30500,1029.2
Harriet 3                     ,1803,03,24, 35.8, -11.4,S         ,180,171,          ,                    ,  ,    , 6200,16.7,30500,1029.2
Harriet 3                     ,1803,03,25, 35.7,  -8.8,V         ,   ,   ,          ,                    ,  ,    , 6000,15.6,30300,1022.6
Harriet 3                     ,1803,03,25, 35.7,  -8.8,V         ,   ,   ,          ,                    ,  ,    , 6000,15.6,30300,1022.6
Charlton                      ,1803,03,31, 38.2, -15.5,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7,     ,    ,     ,    
Union 4                       ,1803,04,17, 39.2, -11.1,          ,   ,   ,          ,                    ,  ,    , 6000,15.6,     ,    
Europe 2                      ,1803,05,15, 36.8, -14.7,NE        , 45, 23,       003,                Calm, 0, 0.0, 6400,17.8,     ,    
Charlton                      ,1803,05,15, 34.5, -10.9,WXN       ,281,269,    049002,        Fresh Breeze, 5, 9.3, 6500,18.3,     ,    
City of London                ,1803,05,16, 33.4, -12.1,SE        ,135,112,          ,                    ,  ,    ,     ,    ,     ,    
Europe 2                      ,1803,05,16, 36.1, -15.0,V         ,   ,   ,    058001,           Light Air, 1, 1.0, 6600,18.9,     ,    
City of London                ,1803,05,17, 33.3, -12.1,          ,   ,   ,    055   ,          Increasing,  ,    , 6450,18.1,     ,    
Europe 2                      ,1803,05,17, 35.5, -15.6,ENE       , 67, 46,    058001,           Light Air, 1, 1.0, 6900,20.6,     ,    
City of London                ,1803,05,18, 34.3, -11.7,          ,   ,   ,          ,                    ,  ,    , 6800,20.0,     ,    
Lady Burges                   ,1803,06,01, 33.3, -15.7,          ,   ,   ,    060002,     Moderate Breeze, 4, 6.7, 6200,16.7,     ,    
Lady Burges                   ,1803,06,02, 32.6, -14.3,NWXW      ,303,278,       003,                Calm, 0, 0.0, 6200,16.7,     ,    
Woodford 1                    ,1803,06,02, 39.2, -15.3,NWXW      ,303,281,          ,                    ,  ,    , 6400,17.8,29400,992.2
Exeter 2                      ,1803,06,14, 34.4, -12.1,NNW       ,337,329,    069005,         Strong Gale, 9,22.6, 6500,18.3,29600,998.4
Calcutta 4                    ,1803,06,23, 36.9, -11.1,          ,   ,   ,    060   ,            Moderate, 4, 6.7,     ,    ,     ,    
Carmarthen                    ,1803,06,23, 37.4,  -9.0,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 5900,15.0,     ,    
Dorsetshire                   ,1803,07,03, 34.0, -14.9,V         ,   ,   ,       015,                Wind,  ,    , 6100,16.1,     ,    
Hope 2                        ,1803,07,03, 33.4, -12.4,V         ,   ,   ,          ,                    ,  ,    , 5900,15.0,30200,1019.1
Dorsetshire                   ,1803,07,04, 32.8, -13.3,          ,   ,   ,    750015,      Unsettled Wind,  ,    , 5400,12.2,     ,    
Hope 2                        ,1803,07,04, 32.5, -10.7,VSE       ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 5700,13.9,30200,1019.2
Travers                       ,1803,07,05, 33.0, -15.0,          ,   ,   ,    058015,          Light Wind,  ,    , 6100,16.1,     ,    
Essex 5                       ,1803,07,14, 36.1, -15.8,          ,   ,   ,    057015,           Less Wind,  ,    ,     ,    ,     ,    
Lord Melville 1               ,1803,07,14, 36.0, -15.9,NEXE      , 56, 35,          ,                    ,  ,    , 6900,20.6,30000,1011.7
Northampton 2                 ,1803,07,24, 38.6, -13.8,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 7000,21.1,     ,    
Ann 1                         ,1803,07,24, 38.7, -13.4,NE        , 45, 23,    049002,        Fresh Breeze, 5, 9.3, 6600,18.9,     ,    
General Stuart                ,1803,07,24, 38.6, -13.9,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 6900,20.6,     ,    
Northampton 2                 ,1803,07,25, 36.1, -15.9,NNE       , 22,  1,    062002,     Pleasant Breeze, 4, 6.7, 7175,22.1,     ,    
Ann 1                         ,1803,07,25, 36.9, -14.3,NE        , 45, 23,    060002,     Moderate Breeze, 4, 6.7, 6900,20.6,     ,    
General Stuart                ,1803,07,25, 36.1, -14.8,          ,   ,   ,    060   ,            Moderate, 4, 6.7, 7000,21.1,     ,    
Woodford 1                    ,1803,07,31, 34.3,  -9.2,NW        ,315,303,    006005,           Hard Gale,10,26.8, 5700,13.9,29100,982.3
Tigris 2                      ,1803,10,01, 39.3, -14.2,WNW       ,292,268,    049005,          Fresh Gale, 8,19.0, 4800, 8.9,29700,1003.8
General Stuart                ,1803,10,20, 38.5, -15.4,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 5600,13.3,     ,    
General Stuart                ,1803,10,21, 38.0, -13.1,          ,   ,   ,    060   ,            Moderate, 4, 6.7,     ,    ,     ,    
General Stuart                ,1803,10,22, 38.0, -12.0,V         ,   ,   ,       003,                Calm, 0, 0.0,     ,    ,     ,    
General Stuart                ,1803,10,23, 38.8,  -9.8,          ,   ,   ,    049005,          Fresh Gale, 8,19.0,     ,    ,     ,    
Euphrates                     ,1803,12,08, 35.8, -12.1,          ,   ,   ,    067002,       Steady Breeze, 5, 9.3, 6600,18.9,     ,    
Euphrates                     ,1803,12,09, 36.2,  -8.9,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 6500,18.3,     ,    
Walmer Castle                 ,1804,02,19, 37.9, -14.6,NNE       , 22,  1,          ,                    ,  ,    , 5300,11.7,     ,    
Sir William Bensley           ,1804,03,08, 35.5, -15.3,SWXS      ,213,192,          ,                    ,  ,    , 6400,17.8,     ,    
Sir William Bensley           ,1804,03,09, 34.8, -15.3,WSW       ,247,226,    058001,           Light Air, 1, 1.0, 6600,18.9,     ,    
Sir William Bensley           ,1804,03,16, 33.7, -15.8,SWXW      ,236,216,    069002,       Strong Breeze, 6,12.3, 6900,20.6,     ,    
Sir William Bensley           ,1804,03,17, 33.8, -15.7,WXN       ,281,261,    069002,       Strong Breeze, 6,12.3, 6700,19.4,     ,    
Sir William Bensley           ,1804,03,18, 32.6, -15.5,W         ,270,250,          ,                    ,  ,    , 6700,19.4,     ,    
Sir William Bensley           ,1804,03,21, 33.6, -15.6,WNW       ,292,272,    049005,          Fresh Gale, 8,19.0, 6600,18.9,     ,    
Sir William Bensley           ,1804,03,22, 32.9, -15.2,W         ,270,250,    060   ,            Moderate, 4, 6.7, 6500,18.3,     ,    
Sir William Bensley           ,1804,03,23, 33.0, -15.0,WNW       ,292,272,          ,                    ,  ,    , 6400,17.8,     ,    
Walthamstow                   ,1804,05,30, 36.2, -14.5,NE        , 45, 23,    067002,       Steady Breeze, 5, 9.3,     ,    ,     ,    
Dover Castle                  ,1804,05,30, 36.1, -14.6,          ,   ,   ,          ,                    ,  ,    , 6800,20.0,     ,    
